New CAS,New Deprecated CAS
"61-90-5, 21675-61-6, 71000-80-1, 328-39-2","7005-03-0, 1105707-16-1"
53714-56-0,"102586-10-7, 72648-87-4"
1477-40-3,34433-66-4
14769-73-4,53096-13-2
102767-28-2,
33817-09-3,
47141-42-4,
27262-47-1,
"79449-98-2, 79516-68-0",
541-15-1,7634-98-2
130018-77-8,
"60-18-4, 25619-78-7","1207451-88-4, 140-43-2, 1991-85-1, 2416148-26-8, 46209-14-7, 55520-40-6, 1207451-88-4, 140-43-2, 46209-14-7, 55520-40-6"
"100986-85-4, 138199-71-0",
"31690-09-2, 134-35-0",150950-03-1
"23089-26-1, 515-69-5","101467-45-2, 21090-60-8, 25428-43-7, 63601-23-0, 67375-41-1"
"2216-51-5, 89-78-1, 98167-53-4, 15356-70-4","15356-70-4, 95650-44-5, 98167-53-4, 95650-44-5"
96847-54-0,
797-63-7,"121714-72-5, 4222-79-1, 797-62-6"
"297-90-5, 77-07-6",125-74-6
34391-04-3,
"51-48-9, 55-03-8","1373931-44-2, 587-29-1, 587-30-4, 7200-84-2, 74-16-8, 7488-70-2"
"137-58-6, 6108-05-0","8059-42-5, 8059-66-3, 91484-71-8, 8059-66-3, 91484-71-8"
1025967-78-5,"1356856-75-1, 915397-62-5"
"138-86-3, 5989-27-5, 7705-14-8, 8016-20-4, 9003-73-0","555-08-8, 7705-14-8, 8022-90-0, 8050-32-6, 7705-14-8"
851199-59-2,
668270-12-0,
"78-70-6, 22564-99-4","11024-20-7, 22564-99-4, 22564-99-4"
"154-21-2, 859-18-7","12768-69-3, 16977-76-7"
58-89-9,"25897-48-7, 53529-37-6, 55963-79-6, 8007-42-9, 8073-23-2, 25897-48-7, 53529-37-6, 55963-79-6, 8007-42-9, 8073-23-2, 25897-48-7, 53529-37-6, 55963-79-6, 8073-23-2"
165800-03-3,
"60-33-3, 8024-22-4, 85594-37-2, 6144-28-1, 506-21-8, 2197-37-7, 80969-37-5, 8016-21-5","8024-22-4, 949900-18-9, 949900-18-9"
463-40-1,
N/A,
"6893-02-3, 15785-49-6","57164-27-9, 7013-53-8"
96829-58-2,111397-16-1
N/A,
"7664-41-7, 17778-88-0","1026405-88-8, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 8007-57-6"
N/A,
204656-20-2,
608137-32-2,
"76547-98-3, 77726-95-5, 83915-83-7",
11096-63-2,
7439-93-2,
12173-47-6,
N/A,
320367-13-3,827033-10-3
90063-60-8,
N/A,
53882-12-5,
31036-80-3,
N/A,
98079-51-7,
182431-12-5,"202833-31-6, 210823-48-6"
13010-47-4,
906-33-2,
1388129-63-2,
53179-11-6,
192725-17-0,
76470-66-1,
N/A,
79794-75-5,
846-49-1,
616202-92-7,
1454846-35-5,
"114798-26-4, 124750-99-8",
"129260-79-3, 82034-46-6",
N/A,
75330-75-5,"71949-96-7, 74133-25-8, 81739-26-6, 74133-25-8, 81739-26-6"
N/A,
1977-10-2,
"333963-40-9, 136790-76-6","946081-34-1, 333963-40-9"
N/A,
825600-90-6,
N/A,
187164-19-8,
936727-05-8,
"82186-77-4, 120583-70-2, 120583-71-3",120583-69-9
367514-87-2,
1110766-97-6,
"9034-40-6, 33515-09-2, 71447-49-9","1092062-05-9, 38569-05-0, 71339-77-0, 9042-18-6, 9061-55-6, 9066-58-4, 1092062-05-9, 38569-05-0, 71339-77-0, 9061-55-6, 9066-58-4"
N/A,
56973-41-2,
502-65-8,"25453-98-9, 360790-67-6, 7634-65-3"
N/A,
8023-70-9,
"56-87-1, 57282-49-2, 20166-34-1, 25104-18-1","1150316-18-9, 1153953-95-7, 2087491-46-9, 2139267-51-7, 2566526-81-4, 280114-50-3, 48050-57-3, 6899-06-5, 1150316-18-9, 280114-50-3, 48050-57-3, 6899-06-5"
"9066-59-5, 12650-88-3",
"108-39-4, 155174-22-4, 41115-75-7",
122-46-3,
N/A,
381231-18-1,
441798-33-0,
N/A,N/A
N/A,N/A
"138-39-6, 138-37-4",
74978-16-8,
7439-95-4,"1169483-41-3, 14147-08-1, 199281-20-4, 298688-48-9, 67208-78-0, 199281-20-4, 298688-48-9, 67208-78-0"
"64-17-5, 2154-50-9, 2348-46-1","121182-78-3, 8000-16-6, 8024-45-1, 8000-16-6, 8024-45-1"
N/A,
121-75-5,"11096-67-6, 11130-60-2, 12737-19-8, 12767-62-3, 141263-96-9, 75513-83-6, 11096-67-6, 12737-19-8, 12767-62-3, 141263-96-9, 75513-83-6"
"6915-15-7, 617-48-1, 180991-05-3, 143435-96-5","1334703-48-8, 41308-42-3, 617-48-1, 623158-98-5, 879715-44-3, 1334703-48-8, 41308-42-3, 617-48-1, 879715-44-3"
"141-82-2, 15467-21-7",211863-95-5
N/A,
N/A,
9050-36-6,"104859-39-4, 104859-43-0, 104859-45-2, 104859-47-4, 104859-49-6, 104859-62-3, 104859-75-8, 1202746-12-0, 126776-44-1, 126776-45-2, 127120-90-5, 127961-35-7, 138068-30-1, 142583-82-2, 1859060-98-2, 187983-07-9, 216252-89-0, 220857-34-1, 287179-53-7, 39283-25-5, 52769-80-9, 54077-26-8, 61008-41-1, 87090-11-7, 89750-26-5, 104859-39-4, 104859-43-0, 104859-45-2, 104859-47-4, 104859-49-6, 104859-62-3, 104859-75-8, 1202746-12-0, 126776-44-1, 126776-45-2, 127120-90-5, 127961-35-7, 138068-30-1, 142583-82-2, 1859060-98-2, 187983-07-9, 216252-89-0, 220857-34-1, 287179-53-7, 2983451-49-4, 39283-25-5, 52769-80-9, 54077-26-8, 61008-41-1, 87090-11-7, 89750-26-5, 104859-39-4, 104859-43-0, 104859-45-2, 104859-47-4, 104859-49-6, 104859-62-3, 104859-75-8, 1202746-12-0, 126776-44-1, 126776-45-2, 127120-90-5, 138068-30-1, 142583-82-2, 1859060-98-2, 187983-07-9, 216252-89-0, 220857-34-1, 287179-53-7, 52769-80-9, 54077-26-8, 61008-41-1, 87090-11-7, 89750-26-5, 8006-91-5"
155319-91-8,
"7439-96-5, 19768-33-3, 22325-60-6, 23317-90-0","17375-02-9, 195161-78-5, 39303-06-5, 8031-40-1, 8075-39-6, 17375-02-9, 39303-06-5, 8031-40-1, 8075-39-6"
"87-78-5, 69-65-8","1081757-07-4, 123897-58-5, 75398-80-0, 85085-15-0, 133-43-7, 36413-61-3, 5149-40-6, 123897-58-5, 85085-15-0"
10262-69-8,
376348-65-1,674782-29-7
N/A,
22232-71-9,
31431-39-7,
"60-40-2, 6147-18-8",
68562-41-4,
478166-15-3,433977-72-1
644-62-2,
"569-65-3, 163837-49-8",1286986-99-9
13422-55-4,"13870-88-7, 15417-95-5, 15550-62-6, 19709-17-2, 23319-80-4, 35-09-6, 133191-56-7, 13870-88-7, 15417-95-5, 15550-62-6, 19709-17-2, 23319-80-4"
N/A,
3380-34-5,"112099-35-1, 1155174-27-8, 164325-69-3, 261921-78-2, 88032-08-0"
"8044-71-1, 10182-92-0",
N/A,
520-85-4,
2668-66-8,
61-68-7,
"51742-87-1, 53230-10-7",68682-27-9
3562-63-8,
131-49-7,"146-69-0, 19766-67-7, 63626-48-2, 69426-25-1, 7170-91-4"
N/A,
"73-31-4, 8041-44-9",1581233-31-9
977051-08-3,
71125-38-7,133687-22-6
"148-82-3, 2185-97-9, 1465-26-5",8057-25-8
19982-08-2,51052-62-1
"58-27-5, 34524-96-4",
2124-57-4,
84082-70-2,
N/A,
"1490-04-6, 23283-97-8, 89-78-1, 3623-52-7, 2216-52-6, 15356-70-4, 491-01-0, 491-02-1","15356-70-4, 490-99-3"
"83-89-6, 69-05-6","66777-81-9, 65960-40-9; 65960-39-6"
25990-43-6,
59-47-2,
100-92-5,
50-12-4,
96-88-8,22801-44-1
196078-29-2,
"57-53-4, 63808-42-4",
91-84-9,102206-59-7
150-76-5,
"129-16-8, 15015-80-2",
60-23-1,139720-70-0
"50-44-2, 6112-76-1","39454-94-9, 5759-99-9, 5818-33-7, 5818-60-0, 111079-50-6, 39454-94-9, 5759-99-9, 5818-33-7, 5818-60-0"
15829-53-5,1312-01-2
62-38-4,"112415-59-5, 1337-06-0, 61840-45-7, 64684-45-3, 8013-47-6, 112415-59-5, 1337-06-0, 64684-45-3, 8013-47-6"
10112-91-1,39448-57-2
"96036-03-2, 119478-56-7",
"89-57-6, 51481-17-5",61513-32-4
"19767-45-4, 3375-50-6",
5588-33-0,
72-33-3,"43085-54-7, 53445-46-8"
77-41-8,
74536-44-0,
54-49-9,
1665-48-1,105801-80-7
"657-24-9, 1115-70-4",
55-92-5,
76-99-3,297-88-1
"537-46-2, 7632-10-2","139-47-9, 14611-50-8, 1690-86-4, 45952-89-4, 30639-16-8, 4846-07-5, 14611-50-8, 1690-86-4, 45952-89-4"
91-80-5,
554-57-4,2101958-72-7
"100-97-0, 37604-90-3","11103-67-6, 1556839-80-5, 15978-33-3, 187285-07-0, 56549-34-9, 74734-16-0, 91773-48-7, 11103-67-6, 1556839-80-5, 15978-33-3, 187285-07-0, 56549-34-9, 74734-16-0, 859974-71-3, 91773-48-7, 11103-67-6, 56549-34-9, 74734-16-0, 91773-48-7"
"63-68-3, 3654-96-4, 58576-49-1, 59-51-8","1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-01-7, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 24425-78-3, 7005-18-7, 1105707-18-3, 192948-75-7, 1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 24425-78-3, 7005-18-7"
532-03-6,145308-03-8
151-83-7,"115621-33-5, 18652-93-2, 7187-72-6"
"59-05-2, 133073-73-1",1082707-84-3
390-28-3,
298-81-7,12692-94-3
677324-53-7,917756-28-6
"135-07-9, 96783-14-1, 96783-15-2",
N/A,
134-20-3,
72013-76-4,
"9004-67-5, 99638-59-2","2098627-58-6, 39384-65-1, 53568-34-6, 71812-19-6, 730985-58-7, 88402-84-0, 99638-59-2, 2098627-58-6, 2826210-70-0, 2938147-28-3, 39384-65-1, 53568-34-6, 71812-19-6, 730985-58-7, 88402-84-0, 99638-59-2"
"555-30-6, 41372-08-1","133161-54-3, 1339-75-9, 4290-08-8, 779-08-8, 88620-56-8, 133161-54-3, 1339-75-9, 4290-08-8, 779-08-8"
6014-30-8,
"61-73-4, 7220-79-3, 97130-83-1","1001913-24-1, 1001914-35-7, 105504-42-5, 121067-62-7, 1219638-11-5, 12262-49-6, 1341-90-8, 167498-52-4, 6476-03-5, 923927-02-0, 97130-83-1, 1001913-24-1, 1001914-35-7, 105504-42-5, 1219638-11-5, 12262-49-6, 1341-90-8, 152071-32-4, 167498-52-4, 6476-03-5, 923927-02-0, 97130-83-1"
"113-42-8, 20313-98-8, 57432-61-8","29477-86-9, 29589-73-9, 479-03-8, 78207-86-0"
"70114-87-3, 53464-60-1",
73232-52-7,
99-76-3,"1000398-37-7, 156291-94-0, 58339-84-7, 1000398-37-7, 58339-84-7"
"113-45-1, 20748-11-2","52760-39-1, 73790-87-1"
115-38-8,
83-43-2,"121673-01-6, 570-35-4, 121673-01-6"
58-18-4,"1050679-28-1, 1300-17-0, 31745-24-1"
7060-82-4,
"115-10-6, 16520-04-0","157621-61-9, 451449-67-5, 451449-67-5"
361-37-5,"156558-44-0, 2016-33-3, 29987-97-1, 47478-64-8, 746-51-0"
22664-55-7,38202-74-3
672-87-7,"23239-48-7, 5380-13-2"
364-62-5,
"17560-51-9, 56436-31-8, 56436-32-9",
"51384-51-1, 37350-58-6","37350-58-6, 54163-88-1, 54163-88-1"
186018-45-1,
"443-48-1, 56010-45-8",
54-36-4,37245-80-0
31828-71-4,
"51481-65-3, 59798-30-0",
116644-53-2,
"235114-32-6, 168110-44-9",1686154-49-3
22916-47-8,75319-47-0
N/A,
59467-70-8,
"42794-76-3, 133163-28-7",97476-58-9
120685-11-2,
84371-65-3,"122742-25-0, 83203-42-3"
72432-03-2,
72599-27-0,134282-77-2
"64-17-5, 2154-50-9, 2348-46-1","121182-78-3, 8000-16-6, 8024-45-1, 8000-16-6, 8024-45-1"
"96847-55-1, 92623-85-3",105310-09-6
78415-72-2,
58066-85-6,93597-88-7
N/A,
10118-90-8,"1071761-03-9, 146440-73-5, 17175-40-5, 24058-90-0, 17175-40-5"
38304-91-5,16317-69-4
1000120-98-8,
223673-61-8,928324-05-4
"85650-52-8, 61337-67-5","61337-67-5, 82601-27-2"
N/A,N/A
N/A,
59122-46-2,"138284-96-5, 143913-16-0, 62015-39-8, 92999-98-9"
"50-07-7, 1404-00-8","144085-53-0, 74349-48-7, 7481-68-7"
"53-19-0, 92288-93-2",
65271-80-9,"137635-96-2, 70945-62-9"
106861-44-3,
"68693-11-8, 112111-47-4",112111-49-6
"103775-10-6, 109715-88-0",
1159266-37-1,
7416-34-4,65973-37-7
"7439-98-7, 16065-87-5, 22541-84-0, 16727-12-1",
105102-22-5,
N/A,
103-16-2,
79-11-8,
"2272-11-9, 3282-75-5","14481-63-1, 663174-48-9, 663174-48-9"
13537-32-1,
158966-92-8,
31883-05-3,
N/A,
284036-24-4,
"57-27-2, 23552-18-3","1325730-46-8, 47106-99-0, 8053-16-5, 85201-37-2, 863713-90-0"
N/A,
N/A,N/A
1020748-57-5,
"151096-09-2, 354812-41-2",195154-07-5
N/A,
N/A,
N/A,
N/A,
"12650-69-0, 115074-43-6",62916-63-6
N/A,
"128794-94-5, 115007-34-6","115007-34-6, 140401-05-4, 140401-05-4"
"24280-93-1, 483-60-3",
N/A,
N/A,
529-44-2,
N/A,
N/A,
7512-17-6,"134-61-2, 173382-53-1, 7132-76-5, 948887-87-4, 98632-70-3, 134-61-2, 7132-76-5, 948887-87-4, 98632-70-3, 72-87-7"
"2901-77-1, 537-55-3",
97-78-9,"15535-18-9, 58392-41-9, 15535-18-9"
525-79-1,"33446-70-7, 525-80-4, 525-80-4"
"51022-71-0, 61617-09-2",
42924-53-8,
"53-84-9, 64417-72-7","1083039-67-1, 1354693-98-3, 159929-29-0, 30429-30-2, 1354693-98-3, 159929-29-0, 30429-30-2"
"220045-89-6, 42200-33-9",
76932-56-4,
"147-52-4, 985-16-0",
65472-88-0,
20594-83-6,
916072-89-4,
389-08-2,
55096-26-9,
854601-70-0,
465-65-6,
16590-41-3,
434-22-0,"30598-74-4, 409336-73-8"
"835-31-4, 10061-11-7",
22204-53-1,
121679-13-8,
"50-02-2, 23495-06-9","1050677-47-8, 137098-19-2, 8054-59-9, 906362-70-7, 906422-84-2, 1050677-47-8, 137098-19-2, 8054-59-9, 906422-84-2"
N/A,
189261-10-7,
"52882-37-8, 7681-93-8","1383-95-5, 1406-71-9, 141-35-5, 223558-57-4, 306-36-5, 52882-37-8, 81612-01-3"
105816-04-4,
"99200-09-6, 118457-14-0","104365-59-5, 129939-78-2, 599211-45-7"
906805-06-9,
69049-73-6,
83366-66-9,
121032-29-9,
159989-64-7,
1404-04-2,11013-50-6
59-99-4,
78281-72-8,
N/A,
698387-09-6,736156-77-7
124584-08-3,
1254032-66-0,1628418-15-4
290297-26-6,
129618-40-2,
55985-32-5,
"7440-02-0, 14903-34-5","112084-17-0, 1250376-70-5, 1250376-73-8, 1262528-31-3, 134631-46-2, 1437722-77-4, 1437723-06-2, 1437723-36-8, 1628452-65-2, 17375-04-1, 195161-84-3, 206281-40-5, 2088200-08-0, 2230258-36-1, 39303-46-3, 53527-81-4, 623574-57-2, 8049-31-8, 878162-96-0, 112084-17-0, 1250376-70-5, 1250376-73-8, 1262528-31-3, 134631-46-2, 1437722-77-4, 1437723-06-2, 1437723-36-8, 1628452-65-2, 17375-04-1, 195161-84-3, 39303-46-3, 53527-81-4, 623574-57-2, 8049-31-8"
"98-92-0, 11032-50-1","123574-63-0, 37321-14-5, 78731-47-2, 123574-63-0, 78731-47-2"
"54-11-5, 54-11-5
22083-74-5","13890-81-8, 13890-82-9, 16760-37-5, 551-13-3, 6912-85-2, 13890-82-9, 16760-37-5, 551-13-3, 6912-85-2"
59-67-6,"123574-58-3, 1580002-26-1"
"21829-25-4, 193689-82-6, 915092-63-6","101539-70-2, 101554-38-5, 101554-38-5, 11104-22-6"
"641571-10-0, 923288-90-8",
63612-50-0,
66085-59-4,
656247-17-5,928326-83-4
"1038915-60-4, 1038915-64-8",
63675-72-9,
55981-09-4,
"7697-37-2, 12507-77-6, 10361-80-5, 52583-42-3, 12033-49-7, 78989-43-2","1053657-18-3, 1173016-70-0, 1316336-39-6, 1431325-80-2, 2108694-78-4, 218625-70-8, 2195414-73-2, 78989-43-2, 802862-59-5, 807260-90-8, 1053657-18-3, 1173016-70-0, 1316336-39-6, 1431325-80-2, 2108694-78-4, 218625-70-8, 2195414-73-2, 2732749-95-8, 78989-43-2, 802862-59-5, 807260-90-8, 1053657-18-3, 218625-70-8, 78989-43-2"
"59-87-0, 1217220-85-3","60051-85-6, 8027-71-2"
67-20-9,
55-63-0,"100292-13-5, 105469-31-6, 80066-48-4, 8013-23-8, 9010-02-0, 100292-13-5, 105469-31-6, 8013-23-8, 9010-02-0"
15078-28-1,
"7782-77-6, 14797-65-0","17310-27-9, 2375630-68-3, 62498-15-1, 62641-25-2, 78686-39-2, 81744-89-0, 88454-09-5, 17310-27-9, 62498-15-1, 62641-25-2, 78686-39-2, 81744-89-0, 88454-09-5"
"10024-97-2, 97485-25-1, 2227102-37-4","126386-65-0, 129451-49-6, 130835-71-1, 147527-07-9, 175876-44-5, 1818889-29-0, 794457-85-5, 847968-13-2, 850203-00-8, 126386-65-0, 129451-49-6, 130835-71-1, 147527-07-9, 175876-44-5, 1818889-29-0, 2227102-37-4, 794457-85-5, 847968-13-2, 850203-00-8, 126386-65-0, 129451-49-6, 130835-71-1, 147527-07-9, 175876-44-5, 794457-85-5, 847968-13-2, 850203-00-8"
946414-94-4,
76963-41-2,
N/A,N/A
N/A,
N/A,
1175512-71-6,
N/A,
"9016-45-9, 26027-38-3, 26571-11-9","102188-45-4, 103939-37-3, 105269-88-3, 106152-98-1, 107231-62-9, 11098-16-1, 11103-60-9, 11107-93-0, 111623-62-2, 112509-36-1, 114101-89-2, 1163687-50-0, 116711-78-5, 1202388-20-2, 1202388-26-8, 123019-34-1, 123068-21-3, 124057-60-9, 12767-68-9, 12789-12-7, 12790-67-9, 137263-06-0, 139281-67-7, 141490-14-4, 142985-89-5, 143929-07-1, 167140-06-9, 172521-16-3, 1809431-45-5, 1809431-82-0, 188612-23-9, 190856-87-2, 1943678-94-1, 202936-22-9, 205577-03-3, 2091900-73-9, 2096976-67-7, 226225-58-7, 226225-59-8, 2323620-11-5, 2332812-08-3, 2408592-97-0, 25640-88-4, 27288-14-8, 28136-10-9, 286015-24-5, 286015-28-9, 29594-36-3, 30676-83-6, 32196-52-4, 37187-23-8, 37210-94-9, 37230-99-2, 37280-80-1, 37291-67-1, 37336-52-0, 376647-33-5, 39289-57-1, 39316-45-5, 39316-73-9, 39346-85-5, 39373-71-2, 39392-83-1, 39393-36-7, 39421-49-3, 39453-05-9, 39454-98-3, 39475-46-2, 42617-03-8, 441352-55-2, 441352-56-3, 441352-57-4, 441352-58-5, 441352-59-6, 50855-29-3, 509171-19-1, 50934-84-4, 51059-97-3, 51609-19-9, 51668-51-0, 51938-59-1, 51938-60-4, 52012-43-8, 52038-46-7, 52051-49-7, 52434-07-8, 52440-03-6, 52440-78-5, 52440-94-5, 52504-18-4, 52504-19-5, 52683-07-5, 53125-17-0, 53529-49-0, 53663-55-1, 53763-35-2, 53763-36-3, 54174-36-6, 54985-54-5, 55126-80-2, 55838-69-2, 56590-96-6, 57308-02-8, 57571-69-4, 59330-69-7, 60098-67-1, 60476-27-9, 61614-07-1, 61840-55-9, 62169-44-2, 62229-21-4, 62229-24-7, 62229-29-2, 623588-93-2, 63440-03-9, 63798-88-9, 64296-14-6, 64940-97-2, 65035-40-7, 65035-41-8, 65777-14-2, 66525-84-6, 67053-58-1, 72847-44-0, 72847-45-1, 74434-41-6, 74656-63-6, 74749-71-6, 75882-09-6, 76829-05-5, 77271-60-4, 80341-59-9, 80966-32-1, 81296-82-4, 83271-48-1, 874461-43-5, 9021-03-8, 90452-81-6, 9067-50-9, 93095-76-2, 933050-99-8, 942205-98-3, 95828-59-4, 96231-61-7, 96957-64-1, 96958-17-7, 96958-28-0, 99402-83-2, 99531-82-5, 100777-03-5, 102735-76-2, 113595-38-3, 117989-54-5, 120038-12-2, 124401-72-5, 12612-63-4, 131160-29-7, 1338788-01-4, 135229-74-2, 190386-13-1, 195065-75-9, 204842-55-7, 226924-41-0, 27942-26-3, 28776-15-0, 29319-48-0, 34149-89-8, 37330-04-4, 374934-72-2, 39042-04-1, 52440-21-8, 52440-22-9, 55247-80-8, 56214-26-7, 58339-76-7, 68858-84-4, 69154-14-9, 70025-66-0, 78009-08-2, 86243-62-1, 86727-29-9, 9002-95-3, 96827-50-8, 96827-63-3, 99550-41-1, 41257-07-2, 26571-11-9"
"1314-13-2, 8003-97-2, 55204-38-1","1035159-71-7, 1079737-05-5, 1158650-40-8, 1227055-55-1, 1328870-15-0, 1352121-28-8, 1404365-15-6, 1434578-69-4, 143477-34-3, 1449007-65-1, 1613512-66-5, 1621460-93-2, 1629869-94-8, 1799390-27-4, 185461-95-4, 1928718-93-7, 56592-00-8, 57206-86-7, 768390-32-5, 8011-84-5, 8047-36-7, 8047-69-6, 8050-42-8, 8051-03-4, 8047-36-7"
N/A,
N/A,
1477-39-0,
53016-31-2,
51-41-2,"4899-05-2, 66197-73-7, 4899-05-2"
68-22-4,
70458-96-7,
"811-97-2, 29759-38-4",
13563-60-5,24467-99-0
"107382-52-5, 35189-28-7, 20799-27-3",
"797-63-7, 6533-00-2","121714-72-5, 4222-79-1, 797-62-6"
72-69-5,
N/A,N/A
"303-81-1, 1476-53-5","1000144-74-0, 107781-69-1, 47851-17-2, 8028-29-3"
1258984-36-9,
N/A,
1400-61-9,
643-79-8,
"459789-99-2, 865244-30-0",
949142-50-1,
N/A,
N/A,
637334-45-3,
1048016-09-6,
"557-61-9, 68580-63-2",
"124-07-2, 287111-08-4, 287111-23-3, 287111-06-2",2171005-29-9
"5466-77-3, 83834-59-7","1202568-70-4, 155867-04-2, 155867-04-2"
"17493-86-6, 139076-62-3","169149-90-0, 448896-18-2"
6197-30-4,"149984-83-8, 194304-33-1, 80135-31-5"
"9002-93-1, 2315-67-5, 63869-93-2","1017686-87-1, 111287-03-7, 125692-92-4, 13463-07-5, 172826-82-3, 2003274-72-2, 2055492-07-2, 2091235-81-1, 308104-64-5, 39409-11-5, 66057-68-9, 66057-69-0, 66057-82-7, 81398-86-9, 9010-42-8, 9010-43-9, 9077-65-0, 935753-04-1, 1322-96-9"
"9002-93-1, 2315-67-5, 63869-93-2","1017686-87-1, 111287-03-7, 125692-92-4, 13463-07-5, 172826-82-3, 2003274-72-2, 2055492-07-2, 2091235-81-1, 308104-64-5, 39409-11-5, 66057-68-9, 66057-69-0, 66057-82-7, 81398-86-9, 9010-42-8, 9010-43-9, 9077-65-0, 935753-04-1, 1322-96-9"
"83150-76-9, 79517-01-4",
6969-49-9,
679818-59-8,
"82419-36-1, 83380-47-6","83380-47-6, 85344-55-4"
1461-15-0,4370-08-5
132539-06-1,
763113-22-0,"1021843-02-6, 894104-70-2, 937799-91-2"
1024603-93-7,
N/A,
"112-80-1, 2027-47-6, 99148-48-8, 9000-69-5","1190712-11-8, 1190965-71-9, 1380514-02-2, 17156-84-2, 2252262-80-7, 56833-51-3, 8046-01-3, 949900-16-7, 861204-23-1, 1190712-11-8, 1190965-71-9, 1380514-02-2, 17156-84-2, 56833-51-3, 8046-01-3, 949900-16-7"
"143-28-2, 593-47-5","8014-60-6, 8029-00-3, 8038-59-3, 84286-21-5, 8029-00-3, 8038-59-3, 84286-21-5"
N/A,
144689-63-4,
868049-49-4,
113806-05-6,
15722-48-2,
26833-87-4,
389139-89-3,
242138-07-4,
1258226-87-7,1444832-14-7
"84494-70-2, 86227-47-6",
"73590-58-6, 161796-78-7, 119141-88-7","131959-78-9, 172964-80-6"
"99614-02-5, 99614-01-4","108303-49-7, 116002-70-1, 108303-49-7, 116002-70-1, 808754-64-5"
8008-60-4,
"137598-97-1, 145941-26-0",
N/A,
586-06-1,
N/A,
171099-57-3,
96829-58-2,111397-16-1
16773-42-5,
83-98-7,
"196618-13-0, 204255-11-8",
1421373-65-0,1610419-47-0
128607-22-7,
"7664-41-7, 17778-88-0","1026405-88-8, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 8007-57-6"
"50-70-4, 98201-93-5","15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5, 15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5"
"69-72-7, 8042-60-2","1186130-36-8, 7681-06-3, 8052-31-1, 1186130-36-8, 8052-31-1"
50-37-3,
23593-75-1,117829-71-7
"7722-84-1, 12325-10-9","218625-72-0, 37355-84-3, 66554-50-5, 8007-30-5, 97929-73-2, 218625-72-0, 37355-84-3, 66554-50-5, 8007-30-5"
64-77-7,100735-34-0
"630-60-4, 11018-89-6",36-06-6
9006-59-1,9066-83-5
"15690-57-0, 911-45-5",96189-16-1
"1173-88-2, 66-79-5",
144-62-7,"216451-38-6, 2469072-60-2, 63504-28-9, 97993-78-7, 216451-38-6, 63504-28-9"
61825-94-3,
53-39-4,
21256-18-8,
604-75-1,"35295-88-6, 61036-43-9"
28721-07-5,
94-07-5,582-84-3
64211-45-6,
9032-53-5,"1873279-79-8, 9036-73-1"
27025-41-8,"10421-65-5, 121-24-4"
"56-69-9, 4350-09-8","1228817-95-5, 34953-84-9, 1228817-95-5"
131-57-7,"138464-23-0, 14375-37-2, 153859-73-5, 2216794-47-5, 58392-15-7, 58392-22-6, 897050-18-9, 138464-23-0, 14375-37-2, 153859-73-5, 2216794-47-5, 2412123-04-5, 2761040-67-7, 58392-15-7, 58392-22-6, 897050-18-9, 138464-23-0, 14375-37-2, 153859-73-5, 58392-15-7, 58392-22-6, 897050-18-9"
99-43-4,
5633-20-5,
8031-14-9,
76-42-6,
1491-59-4,
434-07-1,78964-17-7
76-41-5,
"79-57-2, 15251-48-6, 7179-50-2","102287-29-6, 103351-03-7, 105145-10-6, 106216-57-3, 1135442-00-0, 1256964-22-3, 1405-95-4, 21645-09-0, 52214-46-7, 856305-69-6, 909261-39-8, 96310-42-8, 102287-29-6, 103351-03-7, 105145-10-6, 106216-57-3, 1135442-00-0, 1256964-22-3, 1405-95-4, 21645-09-0, 52214-46-7, 96310-42-8"
50-56-6,
150-13-0,8014-65-1
"1335-08-6, 100-09-4",
99-96-7,
18979-53-8,
98-67-9,
"33069-62-4, 92950-39-5","1203669-79-7, 157069-30-2"
